Période&Taille (GB)&Essai 1&Essai 2&Essai 3\\ \hline 
 \\ \hline
07/02/18&1&752,03&750&755,24
 \\ \hline 
07/02/2018 – 08/02/2018&2&1499,28&1504,98&1503,62
 \\ \hline 
07/02/2018 – 09/02/2018&3&2275,89&2265,96&2284,98
 \\ \hline 
07/02/2018 – 10/02/2018&4&3035,19&3043,21&3057,45
 \\ \hline 
07/02/2018 – 11/02/2018&5&3871&3889,57&3894,5
